ISO_WEEK,EVENT,CONTEXT,URL,DERIVED_BASE_URL,EVENT_COUNT
2026-02-23 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=audio%20licensing&utm_campaign=23383753405&utm_source=google&utm_content=797328792643&utm_adgroup=190425905437&d=m&utm_term=audio%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_En,www.soundstripe.com/brand-solutions,2
2026-02-23 00:00:00.000000000,Submitted Form,,https://www.soundstripe.com/agency-solutions?utm_medium=ppc&utm_term=audio%20licensing&utm_campaign=20934742961&utm_source=google&utm_content=797328792628&utm_adgroup=159285809204&d=m&utm_term=audio%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_L,www.soundstripe.com/agency-solutions,1
2026-02-23 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=audio%20licensing&utm_campaign=23383753405&utm_source=google&utm_content=797328792643&utm_adgroup=190425905437&d=c&utm_term=audio%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_En,www.soundstripe.com/brand-solutions,1
2026-02-23 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/agency-solutions?utm_medium=ppc&utm_term=music%20licensing&utm_campaign=20934742961&utm_source=google&utm_content=797328792628&utm_adgroup=159285809204&d=c&utm_term=music%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_L,www.soundstripe.com/agency-solutions,1
2026-02-23 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=music%20licensing&utm_campaign=23383753405&utm_source=google&utm_content=797328792643&utm_adgroup=190425905437&d=c&utm_term=music%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_En,www.soundstripe.com/brand-solutions,1
2026-03-02 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=music%20licensing&utm_campaign=23383753405&utm_source=google&utm_content=797328792643&utm_adgroup=190425905437&d=c&utm_term=music%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_En,www.soundstripe.com/brand-solutions,1
2026-03-16 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=music%20licensing&utm_campaign=23383753405&utm_source=google&utm_content=797328792643&utm_adgroup=190425905437&d=c&utm_term=music%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_En,www.soundstripe.com/brand-solutions,1
2026-03-23 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=audio%20licensing&utm_campaign=23383753405&utm_source=google&utm_content=797328792643&utm_adgroup=190425905437&d=c&utm_term=audio%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_En,www.soundstripe.com/brand-solutions,2
2026-03-23 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/agency-solutions?utm_medium=ppc&utm_term=music%20licensing&utm_campaign=20934742961&utm_source=google&utm_content=797328792628&utm_adgroup=159285809204&d=c&utm_term=music%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_L,www.soundstripe.com/agency-solutions,1
2026-03-23 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=music%20licensing&utm_campaign=23383753405&utm_source=google&utm_content=797328792643&utm_adgroup=190425905437&d=c&utm_term=music%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_En,www.soundstripe.com/brand-solutions,1
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/agency-solutions?utm_medium=ppc&utm_term=audio%20licensing&utm_campaign=20934742961&utm_source=google&utm_content=797328792628&utm_adgroup=159285809204&d=m&utm_term=audio%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_L,www.soundstripe.com/agency-solutions,4
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=music%20for%20commercial%20use&utm_campaign=23383753405&utm_source=google&utm_content=797328792637&utm_adgroup=190425905237&d=m&utm_term=music%20for%20commercial%20use&utm_campaign=PaidSe,www.soundstripe.com/brand-solutions,4
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=music%20for%20commercial%20use&utm_campaign=23383753405&utm_source=google&utm_content=797328792637&utm_adgroup=190425905237&d=c&utm_term=music%20for%20commercial%20use&utm_campaign=PaidSe,www.soundstripe.com/brand-solutions,3
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=audio%20licensing&utm_campaign=20934742961&utm_source=google&utm_content=797328792625&utm_adgroup=159285809204&d=m&utm_term=audio%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_Li,www.soundstripe.com/brand-solutions,2
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=music%20licensing&utm_campaign=23383753405&utm_source=google&utm_content=797328792643&utm_adgroup=190425905437&d=m&utm_term=music%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_En,www.soundstripe.com/brand-solutions,2
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=audio%20licensing&utm_campaign=23383753405&utm_source=google&utm_content=797328792643&utm_adgroup=190425905437&d=m&utm_term=audio%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_En,www.soundstripe.com/brand-solutions,2
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/agency-solutions?utm_medium=ppc&utm_term=music%20licensing&utm_campaign=20934742961&utm_source=google&utm_content=797328792628&utm_adgroup=159285809204&d=m&utm_term=music%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_L,www.soundstripe.com/agency-solutions,1
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=license%20music%20for%20commercial%20use&utm_campaign=23383753405&utm_source=google&utm_content=797328792637&utm_adgroup=190425905237&d=c&utm_term=license%20music%20for%20commercial%20use,www.soundstripe.com/brand-solutions,1
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=purchase%20music%20for%20commercial%20use&utm_campaign=23383753405&utm_source=google&utm_content=797328792637&utm_adgroup=190425905237&d=m&utm_term=purchase%20music%20for%20commercial%20u,www.soundstripe.com/brand-solutions,1
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=audio%20licensing&utm_campaign=23383753405&utm_source=google&utm_content=797328792643&utm_adgroup=190425905437&d=c&utm_term=audio%20licensing&utm_campaign=PaidSearch_google_PR_NonBrand_En,www.soundstripe.com/brand-solutions,1
2026-03-30 00:00:00.000000000,Submitted Form,"",https://www.soundstripe.com/brand-solutions?utm_medium=ppc&utm_term=music%20for%20commercial%20use&utm_campaign=20934742961&utm_source=google&utm_content=797328792631&utm_adgroup=159285808924&d=m&utm_term=music%20for%20commercial%20use&utm_campaign=PaidSe,www.soundstripe.com/brand-solutions,1
